-4.091666667	-6.074666667	-4.667333333	-3.438	-1.602666667	-0.409	1.601333333	2.422333333	2.171	0.636333333	-0.484666667	-2.724	-4.126333333	-5.152	-4.924666667	-3.898666667	-2.364	-0.332666667	1.804	2.625666667	2.871333333	1.503333333	-0.772333333	-3.022666667	-4.379333333	-4.251	-3.750666667
-4.126333333	-5.152	-4.924666667	-3.898666667	-2.364	-0.332666667	1.804	2.625666667	2.871333333	1.503333333	-0.772333333	-3.022666667	-4.379333333	-4.251	-3.750666667	-2.783	-1.273666667	0.390333333	1.745666667	1.634666667	2.445	1.692	0.672666667	-2.492	-4.397333333	-4.485	-3.382666667
-4.379333333	-4.251	-3.750666667	-2.783	-1.273666667	0.390333333	1.745666667	1.634666667	2.445	1.692	0.672666667	-2.492	-4.397333333	-4.485	-3.382666667	-1.884	-0.745	0.397333333	1.457666667	2.488	3.142	2.021333333	-0.681666667	-3.437333333	-5.074333333	-4.728666667	-3.948
-4.397333333	-4.485	-3.382666667	-1.884	-0.745	0.397333333	1.457666667	2.488	3.142	2.021333333	-0.681666667	-3.437333333	-5.074333333	-4.728666667	-3.948	-2.480333333	-1.060666667	0.526333333	1.667666667	2.449333333	2.270666667	0.755	-1.097	-2.683333333	-4.236333333	-5.274333333	-5.179333333
-5.074333333	-4.728666667	-3.948	-2.480333333	-1.060666667	0.526333333	1.667666667	2.449333333	2.270666667	0.755	-1.097	-2.683333333	-4.236333333	-5.274333333	-5.179333333	-2.982333333	-0.906	0.407666667	1.553666667	2.091	1.853	0.711	-1.138	-2.659333333	-4.915	-5.782666667	-5.093333333
-4.236333333	-5.274333333	-5.179333333	-2.982333333	-0.906	0.407666667	1.553666667	2.091	1.853	0.711	-1.138	-2.659333333	-4.915	-5.782666667	-5.093333333	-3.051333333	-1.363666667	-0.014333333	1.258	2.284	2.427333333	1.030666667	-1.186666667	-2.72	-3.744666667	-3.458333333	-3.305666667
-4.915	-5.782666667	-5.093333333	-3.051333333	-1.363666667	-0.014333333	1.258	2.284	2.427333333	1.030666667	-1.186666667	-2.72	-3.744666667	-3.458333333	-3.305666667	-1.883	-0.039	1.696333333	3.021333333	3.357	2.812666667	1.91	0.133	-2.768	-5.328	-5.86	-4.816666667
-3.744666667	-3.458333333	-3.305666667	-1.883	-0.039	1.696333333	3.021333333	3.357	2.812666667	1.91	0.133	-2.768	-5.328	-5.86	-4.816666667	-3.125666667	-1.876	-0.215666667	1.355666667	1.838666667	2.405	0.951	-0.923	-2.966	-4.570333333	-4.949333333	-4.186666667
-5.328	-5.86	-4.816666667	-3.125666667	-1.876	-0.215666667	1.355666667	1.838666667	2.405	0.951	-0.923	-2.966	-4.570333333	-4.949333333	-4.186666667	-3.024333333	-1.874333333	-1.332	0.481333333	1.605333333	2.133333333	1.047666667	0.120666667	-2.295	-4.389666667	-5.947666667	-6.000666667
-4.570333333	-4.949333333	-4.186666667	-3.024333333	-1.874333333	-1.332	0.481333333	1.605333333	2.133333333	1.047666667	0.120666667	-2.295	-4.389666667	-5.947666667	-6.000666667	-4.387333333	-2.478	-0.467333333	0.937666667	1.575	1.045	-0.145666667	-1.651666667	-2.268333333	-4.04	-4.702333333	-4.961333333
-4.389666667	-5.947666667	-6.000666667	-4.387333333	-2.478	-0.467333333	0.937666667	1.575	1.045	-0.145666667	-1.651666667	-2.268333333	-4.04	-4.702333333	-4.961333333	-2.642	-0.921333333	0.719	1.508333333	2.581666667	2.607333333	0.650666667	-1.073666667	-2.599666667	-3.708666667	-4.203333333	-4.310333333
-4.04	-4.702333333	-4.961333333	-2.642	-0.921333333	0.719	1.508333333	2.581666667	2.607333333	0.650666667	-1.073666667	-2.599666667	-3.708666667	-4.203333333	-4.310333333	-2.446333333	-1.694	-0.072	1.508333333	2.171333333	2.678333333	1.400333333	0.212333333	-2.961333333	-5.758333333	-6.525666667	-5.885666667
-3.708666667	-4.203333333	-4.310333333	-2.446333333	-1.694	-0.072	1.508333333	2.171333333	2.678333333	1.400333333	0.212333333	-2.961333333	-5.758333333	-6.525666667	-5.885666667	-4.455333333	-2.789666667	-0.698333333	1.363666667	1.997666667	1.975333333	1.780333333	-0.501666667	-2.958666667	-5.547	-5.168	-3.773
-5.758333333	-6.525666667	-5.885666667	-4.455333333	-2.789666667	-0.698333333	1.363666667	1.997666667	1.975333333	1.780333333	-0.501666667	-2.958666667	-5.547	-5.168	-3.773	-2.499666667	-1.293666667	-0.317	1.683333333	2.055666667	2.435333333	1.231	-0.355	-2.612333333	-4.626333333	-4.551333333	-4.441
-5.547	-5.168	-3.773	-2.499666667	-1.293666667	-0.317	1.683333333	2.055666667	2.435333333	1.231	-0.355	-2.612333333	-4.626333333	-4.551333333	-4.441	-2.684333333	-1.470666667	-0.066666667	1.222666667	2.313	2.02	1.357333333	-0.916	-2.701666667	-4.745666667	-4.825333333	-3.572333333
-4.626333333	-4.551333333	-4.441	-2.684333333	-1.470666667	-0.066666667	1.222666667	2.313	2.02	1.357333333	-0.916	-2.701666667	-4.745666667	-4.825333333	-3.572333333	-1.401333333	0.165333333	1.218333333	2.057333333	2.473666667	2.846333333	1.320666667	-0.997333333	-3.814666667	-4.878	-4.685333333	-3.701
-4.745666667	-4.825333333	-3.572333333	-1.401333333	0.165333333	1.218333333	2.057333333	2.473666667	2.846333333	1.320666667	-0.997333333	-3.814666667	-4.878	-4.685333333	-3.701	-3.160333333	-1.739666667	-0.002666667	1.934	2.993666667	2.718666667	1.571333333	-0.712666667	-2.297333333	-4.697	-4.821666667	-4.294666667
-4.878	-4.685333333	-3.701	-3.160333333	-1.739666667	-0.002666667	1.934	2.993666667	2.718666667	1.571333333	-0.712666667	-2.297333333	-4.697	-4.821666667	-4.294666667	-3.038666667	-1.530333333	-0.491333333	1.621666667	1.912666667	2.137333333	0.000333333	-1.612333333	-3.523	-3.772333333	-4.075	-3.991
-4.697	-4.821666667	-4.294666667	-3.038666667	-1.530333333	-0.491333333	1.621666667	1.912666667	2.137333333	0.000333333	-1.612333333	-3.523	-3.772333333	-4.075	-3.991	-3.139	-1.371333333	0.319333333	2.478	3.218333333	3.381666667	1.284666667	-0.908	-3.217	-5.308666667	-5.608333333	-5.461
-3.772333333	-4.075	-3.991	-3.139	-1.371333333	0.319333333	2.478	3.218333333	3.381666667	1.284666667	-0.908	-3.217	-5.308666667	-5.608333333	-5.461	-3.229666667	-2.692666667	-1.025	0.143333333	1.615666667	2.125666667	1.202666667	-0.006333333	-2.095666667	-4.179333333	-4.976666667	-4.646666667
