44.04337494	54.35598931
14.67058823	26.64855615
0	3.995588235
2.20875	14.37647059
33.21464706	26.28941176
36.81980571	28.45276827
18.61178028	11.9975519
14.96721925	24.81911765
5.57157754	0.23473262
17.43245989	23.60192513
35.48358288	16.59554902
1.842352941	1.768529412
3.762647059	45.59294118
28.63205883	0.807352941
59.11064171	66.48382353
13.80147059	23.62735294
0.655882353	42.34735294
14.82751337	23.65516043
14.24029412	17.51005348
90.81329412	7.262352941
10.57864706	37.08888235
32.64147059	5.217352941
33.78743316	23.09449198
0.822941177	2.434705883
25.45338219	8.837299465
29.52945265	43.82856715
15.00626003	55.75534759
4.027266436	3.736470588
57.69483957	18.63735294
5.296951871	15.55982699
16.39908305	13.7316955
90.7916955	10.9549308
38.31941177	51.37088236
7.499106637	28.4727776
