27.73555556	93.53444444	190.1233333	284.5844444	409.0633333	434.3222222	405.4611111	319.3377778	227.5755556	138.5588889	34.40444444	19.93777778
52.65111111	107.3711111	206.3877778	266.0677778	311.1744444	325.4111111	609.96	655.7177778	535.7155556	185.4755556	45.94222222	40.55888889
14.04666667	20.81	128.7588889	438.6888889	547.53	718.8944444	542.6211111	559.5211111	277.4966667	145.3766667	8.265555556	8.551111111
53.19333333	116.7811111	248.5288889	354.23	404.9933333	462.2566667	506.1377778	504.9166667	316.6622222	120.7122222	11.27333333	30.78777778
39.42333333	89.61666667	234.3933333	354.6166667	469.0366667	466.2111111	536.3311111	504.1911111	342.17	143.19	5.581111111	0.611111111
6.601111111	99.25111111	287.3977778	386.3733333	411.5011111	392.1088889	409.9411111	369.4177778	202.51	83.13666667	5.882222222	19.48666667
77.60333333	170.4933333	263.1322222	330.28	318.8077778	412.5788889	565.4933333	551.3522222	378.2088889	96.60555556	29.32888889	11.58888889
28.26	97.71333333	255.1511111	434.7966667	510.81	458.2466667	376.6933333	448.22	331.7566667	216.9933333	3.488888889	3.488888889
58.44222222	96.95777778	255.9377778	323.9788889	397.9811111	410.5611111	426.9388889	448.9277778	282.8344444	143.4622222	5.466666667	37.23444444
101.4044444	145.5977778	296.39	362.3355556	471.8666667	449.3722222	579.0655556	568.0344444	423.1477778	163.3388889	20.67888889	0.034444444
42.87111111	88.95111111	257.38	324.3922222	406.5111111	516.4711111	702.3266667	694.3188889	415.9288889	155.5266667	51.11666667	55.22
21.25111111	29.06222222	139.8488889	305.9111111	511.6933333	561.8288889	532.2433333	376.5122222	211.4866667	82.84444444	9.38	15.01666667
32.51888889	91.71111111	250.9855556	372.2433333	421.3922222	350.8555556	424.12	346.3344444	252.04	30.87111111	0.103333333	28.60111111
80.43222222	145.8133333	289.7111111	376.2133333	362.9433333	440.9311111	487.2955556	488.4888889	244.76	60.49444444	9.168888889	12.85777778
67.44111111	120.1955556	240.6511111	346.7588889	523.3688889	592.6477778	595.1722222	429.3588889	244.8722222	81.20111111	16.29333333	7.061111111
70.56777778	169.2377778	248.4566667	291.4444444	252.8844444	352.4844444	583.1877778	614.1388889	522.3644444	185.1666667	93.48333333	5.134444444
86.32555556	152.1355556	225.52	256.5966667	331.1522222	377.29	396.5622222	347.9688889	241.6677778	110.1277778	18.35555556	28.27111111
58.87888889	102.3377778	230.5977778	333.9788889	384.49	439.7433333	427.5322222	416.1555556	234.95	113.5977778	31.36222222	2.962222222
57.77555556	172.2033333	357.31	427.8888889	434.8011111	371.1833333	433.2088889	420.0944444	322.4122222	134.5944444	29.86666667	17.04111111
27.44222222	219.1122222	428.1244444	623.4388889	604.3422222	669.91	600.4988889	509.2766667	221.6588889	85.32888889	1.655555556	3.922222222
60.63111111	97.06777778	226.5644444	394.3922222	491.2677778	641.0977778	670.0566667	722.29	459.7677778	206.2722222	19.19333333	10.43444444
121.0611111	208.5311111	349.1288889	359.5522222	384.6244444	496.55	765.6477778	760.5611111	513.8477778	140.1788889	32.72333333	30.55
108.7733333	193.6288889	297.4644444	325.7555556	372.6511111	558.8922222	702.0344444	614.5066667	310.37	44.23444444	8.456666667	41.86
49.34888889	119.8033333	243.7844444	438.3355556	658.2088889	691.74	655.3822222	356.7311111	168.8266667	10.32222222	10.35555556	10.92222222
11.66333333	51.18	193.0733333	269.4566667	410.9733333	426.3177778	639.0966667	527.5755556	424.1388889	127.6133333	57.94555556	11.96888889
55.15888889	160.7155556	331.7166667	377.7288889	413.9311111	458.95	710.9211111	797.2944444	570.4944444	228.7655556	0.633333333	7.588888889
35.96777778	77.79555556	273.2044444	330.5688889	403.0077778	474.0766667	626.4166667	657.1211111	388.7888889	150.7055556	9.971111111	8.303333333
34.42111111	163.0544444	326.0255556	402.5577778	434.7477778	495.9133333	806.1788889	775.8555556	635.78	233.1755556	98.43888889	14.10111111
52.78555556	157.46	356.78	424.4733333	532.1066667	510.0833333	668.3655556	547.0088889	367.0277778	96.44777778	28.77	38.93111111
45.67555556	71.62	110.0044444	219.0855556	352.1011111	712.7788889	867.5944444	922.1077778	511.7788889	238.8377778	2.091111111	2.091111111
