28.69343892	80.8664493	247.2952075	318.9839667	350.5482112	380.4047471	560.2343137	532.0911765	341.8915033	90.80219846
73.21758514	119.0675851	263.9458205	350.5409091	592.1652407	636.6717113	868.7640839	610.0185105	416.6426281	51.90640523
35.38679145	127.2477718	325.3180392	540.9822549	542.8818192	488.0679369	503.5833887	409.9093146	242.2679028	2.35
46.91941177	110.3394652	329.2109358	583.4559358	662.2620554	574.9672025	630.3512099	586.0615662	452.6981103	100.1452794
50.69082731	115.4140626	249.8567631	361.9246524	519.1008823	520.4113583	465.6812881	369.4547841	252.5397841	158.8876083
76.05529411	147.9402941	248.05	317.4292246	366.6315775	377.1718182	654.4740641	668.2911764	544.2675828	161.4951497
15.68336364	32.03148485	163.2458788	463.5980909	557.7928093	723.7093352	584.8613726	599.0712226	311.2375686	152.6962381
44.36352941	128.2661765	265.8061765	405.1245958	480.3164926	537.3369267	553.4748977	542.3401185	348.9689625	157.2784545
35.36882353	92.59441177	232.2791177	376.8988236	456.2782621	455.3823797	497.5434759	496.5175133	345.0208021	147.6958823
6.282085561	116.6433423	317.938984	442.9260428	451.4756952	449.3591444	458.3310963	421.8614706	231.3836364	99.87409091
77.68890374	163.8308556	265.397139	371.5194652	384.4525668	509.1206684	604.4550802	600.5119786	390.6913636	126.6449465
30.29407843	97.09966667	264.8305882	453.3097059	514.7035294	465.237353	396.8982353	469.86	339.0444117	205.2058823
53.21352941	104.8308824	254.9808824	363.2641177	448.6167647	507.0735294	521.2111765	541.2085295	335.8376472	161.9717648
112.2776471	149.4258824	328.8320588	410.3791176	526.4988235	511.8902941	637.6417647	650.8711764	469.065	195.0817647
44.85823529	87.41613243	248.4090737	305.0668544	396.1910161	581.2389572	763.0282353	726.1473529	379.8747594	137.3912299
27.57852941	22.91588235	129.3144118	321.7364706	554.1600001	629.4729413	613.614706	433.0102942	244.0164706	79.79205882
39.59911765	116.92	276.075	366.6629412	415.1624064	360.5622192	464.9548663	372.1992246	257.7782353	33.71676471
121.0476471	171.8952941	315.322647	419.0608823	427.0820588	469.1338235	554.8345721	545.7491978	322.5565508	63.98066845
46.97735294	116.3738235	233.2379412	380.4214706	540.465	657.115	649.617353	509.9852942	276.1661765	103.2552941
86.59917113	206.3381819	311.9783691	390.7259092	355.1224867	395.8734225	576.3841176	586.5844117	514.4170588	186.0697059
84.91423529	170.6273529	262.0877326	320.3830856	411.4700268	481.2608235	489.2317058	421.1033528	263.8502352	119.9324705
58.21323529	117.6755882	238.7508823	383.2288236	425.3079412	522.8061765	504.7382353	482.7461765	255.9352941	110.9802941
53.81558824	204.2479412	427.7135294	511.5211764	533.4899999	434.1349019	513.0001961	469.9540197	374.964706	161.7639038
34.91558824	249.1770589	459.0417648	675.0941177	665.5005882	693.3658823	625.2737543	507.5746367	250.2281661	89.7967647
87.52941176	134.09	322.5214706	469.3144118	555.3064706	717.7885294	738.7174064	782.5806417	453.7845587	201.1039169
85.74548128	150.4353743	316.9582086	379.7483957	412.8402139	532.7064438	792.694893	821.2202437	543.5919817	157.189094
122.4837543	174.6726471	254.3731315	324.3425433	416.3528342	610.499893	768.7809518	659.2998304	355.1293525	35.30505839
69.4102139	153.560508	284.1591444	481.2653209	702.4163904	734.1313637	711.0506417	393.8040107	192.6167049	6.455795848
15.175	77.76911765	236.3785295	358.5388236	473.0991177	482.5188235	656.4061764	530.9	417.9966043	109.4707219
65.30529412	165.2479412	326.4929412	416.7164706	477.187647	556.209256	686.1107266	754.554827	501.7757581	234.0019346
45.68100346	96.9751211	287.1182353	371.2423529	430.5594117	588.6744117	762.2795328	869.4236159	515.2606401	227.4102249
64.99728374	232.2546367	393.7955882	519.7882353	570.4038235	711.7232353	950.2711765	869.4017647	645.7179412	234.6919723
68.04700692	151.6972837	341.6384602	411.4405882	578.5194118	623.802353	818.8917647	653.1620069	417.4537716	92.48847751
55.63501731	75.14536333	119.6765744	256.3853114	404.7243945	775.663218	876.5732872	877.7688581	443.7779931	206.1910207
41.23402642	110.5312347	242.4378059	359.2910001	520.6828236	672.9184752	995.2449605	899.4625928	599.1069412	141.0715147
