"L" "L.1" "L.2" "L.3" "L.4" "L.5" "L.6" "L.7" "L.8" "L.9" "L.10" "L.11"
"48" 15624.1770070452 17529.644209376 13953.5189773836 11039.2543473152 11130.7297946139 12083.6842738627 11514.9070495684 9473.27896982575 9673.60580674901 10942.8573488734 10796.9390230311 13403.4069058788
"49" 14893.920570845 17084.7703403773 13772.8636420744 11591.7080735065 11134.9931557212 11869.8257664295 10985.6402795248 11431.3428965517 10072.4789945229 11981.659124981 12997.9065899126 15206.7956957898
"50" 14220.3201779231 17907.6041901048 15466.8293168008 13450.7650221092 12335.8959031485 13104.8290153868 13426.4925238512 11389.9187331518 13048.4444610969 11781.1215737673 11539.7956712345 13096.1794477298
"51" 17560.7024335131 15483.1155431568 16798.6725911194 12471.144238145 11781.3497012261 14314.3173883063 13982.0529244111 10030.3083165815 11397.1891868607 12734.7869331219 11653.5238032616 14802.9591206472
"52" 12226.5021025962 14284.3832853054 11660.7667831256 13201.1951884183 12089.3337454573 13031.9702449593 10781.1879965696 10348.7231625436 9474.70279280299 10911.6202733635 11140.5244239607 13686.7631550733
"53" 15702.7872466758 15174.3543351451 12489.6199776992 12517.1297989889 11328.6547337497 12897.1136173265 11763.3923655062 12493.704491513 12144.4484366967 12946.2301342004 13466.472564167 15169.7543686799
"54" 12982.1752670099 15238.8204678423 11485.0569972053 12744.5681674912 11667.9970613485 13400.6479557461 11610.2657207434 10528.8870450928 10036.6632559385 11621.4376422747 12547.1260502256 15162.8087214151
"55" 14827.2505708456 14036.1863584676 13349.6586772492 12729.6931408458 11440.3803453543 13286.0329336288 10933.798316916 8688.10569362437 8425.02595185254 10208.6657996544 11846.9894400465 16782.9177827652
"56" 14755.7568207724 17453.404647873 13110.4836580026 12329.2142123619 11115.2268171411 12344.2717593216 12297.8139986899 8988.2529029151 8820.8179646535 10338.7616803279 11291.5974311879 14188.5545727046
"57" 20 4 2 2 7 2 12 9 37 19 14 5
