-6.449666667	-5.727333333	-5.246	-5.272666667	-5.655333333	-6.244333333	-6.631333333	-6.801666667	-6.258333333	-5.663	-5.424666667	-5.476666667	-5.371333333	-5.193333333	-5.299	-5.38	-5.996333333	-6.121333333	-6.175333333	-6.186666667	-6.101	-6.276	-5.771666667	-5.599	-4.987	-4.895	-4.644333333
-5.371333333	-5.193333333	-5.299	-5.38	-5.996333333	-6.121333333	-6.175333333	-6.186666667	-6.101	-6.276	-5.771666667	-5.599	-4.987	-4.895	-4.644333333	-5.086666667	-5.034333333	-5.604	-5.886	-6.196	-6.513333333	-6.826333333	-7.184666667	-6.625	-5.631	-4.975333333	-4.758
-4.987	-4.895	-4.644333333	-5.086666667	-5.034333333	-5.604	-5.886	-6.196	-6.513333333	-6.826333333	-7.184666667	-6.625	-5.631	-4.975333333	-4.758	-4.884	-5.135666667	-5.995333333	-6.625	-7.005	-6.880666667	-7.107333333	-6.866333333	-5.991666667	-5.735333333	-5.366	-5.601333333
-5.631	-4.975333333	-4.758	-4.884	-5.135666667	-5.995333333	-6.625	-7.005	-6.880666667	-7.107333333	-6.866333333	-5.991666667	-5.735333333	-5.366	-5.601333333	-4.981	-5.501666667	-5.707333333	-6.029666667	-6.090666667	-6.265333333	-6.339	-6.048333333	-5.828333333	-5.728666667	-5.301	-4.84
-5.735333333	-5.366	-5.601333333	-4.981	-5.501666667	-5.707333333	-6.029666667	-6.090666667	-6.265333333	-6.339	-6.048333333	-5.828333333	-5.728666667	-5.301	-4.84	-4.818	-5.192	-5.892333333	-6.086333333	-6.594333333	-6.522	-6.233333333	-5.84	-5.802666667	-5.923	-5.843333333	-5.679333333
-5.728666667	-5.301	-4.84	-4.818	-5.192	-5.892333333	-6.086333333	-6.594333333	-6.522	-6.233333333	-5.84	-5.802666667	-5.923	-5.843333333	-5.679333333	-5.964	-6.207	-6.739333333	-6.875	-7.221333333	-6.952333333	-6.612333333	-5.827	-5.254	-4.906	-4.866666667	-5.078
-5.923	-5.843333333	-5.679333333	-5.964	-6.207	-6.739333333	-6.875	-7.221333333	-6.952333333	-6.612333333	-5.827	-5.254	-4.906	-4.866666667	-5.078	-5.124	-5.372666667	-6.049333333	-5.837333333	-6.504666667	-5.568333333	-5.740666667	-5.182333333	-5.762333333	-5.957	-5.934	-5.486666667
-4.906	-4.866666667	-5.078	-5.124	-5.372666667	-6.049333333	-5.837333333	-6.504666667	-5.568333333	-5.740666667	-5.182333333	-5.762333333	-5.957	-5.934	-5.486666667	-5.948666667	-5.999333333	-6.337	-6.285	-6.622	-6.875666667	-6.446333333	-5.873333333	-5.875666667	-5.869	-6.078333333	-5.105666667
-5.957	-5.934	-5.486666667	-5.948666667	-5.999333333	-6.337	-6.285	-6.622	-6.875666667	-6.446333333	-5.873333333	-5.875666667	-5.869	-6.078333333	-5.105666667	-5.095333333	-5.073	-6.133666667	-6.297	-6.501666667	-6.634666667	-6.804333333	-6.682666667	-6.047333333	-5.65	-5.170666667	-5.040666667
-5.869	-6.078333333	-5.105666667	-5.095333333	-5.073	-6.133666667	-6.297	-6.501666667	-6.634666667	-6.804333333	-6.682666667	-6.047333333	-5.65	-5.170666667	-5.040666667	-5.441666667	-6.383666667	-6.976333333	-6.823666667	-6.381	-6.547333333	-6.631333333	-6.24	-5.641666667	-5.643333333	-5.524666667	-5.059
-5.65	-5.170666667	-5.040666667	-5.441666667	-6.383666667	-6.976333333	-6.823666667	-6.381	-6.547333333	-6.631333333	-6.24	-5.641666667	-5.643333333	-5.524666667	-5.059	-4.829333333	-5.127333333	-6.706666667	-6.926666667	-7.314333333	-6.877333333	-7.203333333	-6.692666667	-6.162666667	-5.695333333	-6.259666667	-5.992666667
