"L" "L.1" "L.2" "L.3" "L.4" "L.5" "L.6" "L.7" "L.8" "L.9" "L.10" "L.11"
"25" 21689.4925566506 20742.8996383635 21153.52459927 21058.9801584449 13422.5976438708 17745.5216613121 16549.1382286889 22309.4707877377 18590.6089404064 16443.9030470964 17884.8154961852 20425.5784998979
"26" 22206.5505152877 23566.2636050203 24063.4245969402 21893.3063078568 19422.323674679 18601.097015778 23740.3037399181 24098.9828857867 27529.4914676992 23703.1957797059 19277.6566845479 15379.5303434076
"27" 18726.6620123544 15912.715293664 19043.3389956933 26783.7086653176 15948.2431633947 17010.4975690086 25485.8311850018 28124.7820399309 29449.547194152 23872.8611966021 25201.378440279 24692.4158757383
"28" 19817.5728504278 15866.7378183289 16956.9813263895 21129.3477360014 17311.0773324413 20074.6194818856 21621.5112079852 24381.7544409537 23790.8189052589 21235.3242298282 15232.3277693416 14747.3035476649
"29" 29929.953159656 29068.7118396594 28085.9049285212 24108.4479774637 17846.874086216 13864.1452688946 14472.0851952567 18213.3744546564 17533.5562531636 15416.2261233311 15282.5276246635 15052.9271691259
"30" 25281.1600055194 27133.6400932102 26575.542979184 25547.0832866377 20726.0204847385 17717.9776726183 17880.5748759957 16693.6160607261 16586.8233446124 16851.977396433 15438.0438906675 15961.7515184697
"31" 29541.8957758389 21528.8210674039 18464.535027562 15220.2438084377 15963.1940517991 16346.8426875138 18756.4351330508 17674.7599260624 15920.0766295578 14512.3086806845 15825.2152845565 17774.8418858198
"32" 21032.1334358592 22335.9905392397 21951.7639082264 20973.8113894053 20685.5019450966 18813.4167866377 19262.7846189298 17097.5030696061 16505.9856286317 13018.536841479 13444.4998815717 12499.0138185935
"33" 20130.658772363 22617.2354134352 25845.4109668508 27296.8703994454 15359.9106832084 14691.8023871506 16751.2594823661 17826.3397545891 17199.6998685379 15314.8743772301 14130.2689546136 13165.7607871857
"34" 28991.7292114001 27199.7078275761 25639.6355440892 22021.7042323909 14926.2990067345 14504.8259809211 15788.822022961 22129.6954704102 18715.1461305573 17988.4414837049 21591.2559934349 21168.7081408366
"35" 30748.9052500429 26960.3729867241 19361.9553437843 14951.053559986 13366.1676868308 14631.5738220019 17697.9432833261 28578.6356884142 29425.29584956 26918.0300255096 25872.1218989674 25948.3813315224
"36" 22509.1604870745 20860.6708286556 22294.3309285941 21473.1217090294 15285.6080553254 14154.2184338097 17383.4115876617 26362.1309905886 27676.1378627466 21757.5852740805 18325.020832636 15538.0488046824
"37" 23238.3135445225 21952.5701105076 21015.7700386513 19967.6613378305 14864.2155198544 13493.2126193509 15905.836182166 29032.3639144134 28896.0789299628 25981.0348811342 23799.3599134605 20724.6876862289
"38" 25763.4056484968 22493.722482634 18785.9365368299 14336.4910641297 15896.9951793421 16290.0470739486 18540.2787916393 19102.8288049167 17283.1685130428 17525.6140069166 17959.7475763482 20173.6746996772
"39" 21000.4306016655 21619.562634623 21283.4402858941 18480.0921562802 16989.0432642502 16772.9184560749 18097.3655038017 18479.2257457528 15731.5212344035 12996.8854446953 11075.0927963729 10620.3691695119
"40" 20265.5134302946 22071.5725297335 22335.0323601469 20816.2489278814 15208.1118421073 15107.6720918583 16918.298525851 21091.1268373244 17495.0024753083 17453.168664177 17730.4343997459 18685.6755781145
"41" 21403.3481353135 19386.8007775828 17157.8279456795 14359.1796657705 15847.5123454215 15574.6532165817 19632.1685379029 23697.9131943931 26632.9661239127 24275.6615228381 17700.9713563379 12396.5927035454
"42" 19107.8072967775 17819.2348156464 16028.5136372812 13197.0376043033 14497.2043260075 14381.2186216785 21343.9215340308 26254.0414136589 29110.3024537402 26612.2937887598 21627.0282117198 20207.4251861138
"43" 18331.6853095982 19610.5915828676 19280.7012766294 19970.353394334 15508.4965750995 15106.2095483115 16750.6092196899 26268.031646373 29254.6621811871 21820.4185154581 13270.5250475035 11414.6520375442
"44" 27871.4459045204 28137.7582392336 28437.8536223749 29996.6010122911 19089.5177582371 14384.2627503503 14203.3864854563 18028.3918035826 17990.2610297288 17252.0625060381 15675.3279930321 16420.4391693672
"45" 31947.2271882112 23880.4029161697 21365.4155122154 21575.8932355274 16601.3301275572 14282.3930426345 13918.1431623337 20155.4341501832 17342.7342149829 15734.6714358153 16380.7328717309 17180.807609467
"46" 25734.073343476 23046.3622862007 26042.6015064269 27697.5060663432 19760.5602791179 13929.1651457547 14065.1688092967 18022.8803316638 17048.8215988226 13833.107557224 13293.2095203318 12183.8254050254
"47" 23726.3185774702 23133.0243483036 21732.7365758396 21252.3348858788 17937.9308817187 14898.1981630885 13054.4845997921 17501.4214473423 17552.7956146474 15808.6786819806 15466.4397733421 15129.8750584236
"48" 26065.0421379413 18985.3924405107 21199.8075220144 19836.5911255332 16819.4088578118 18701.5986744976 22312.0704543512 19672.5919223237 18088.4064037977 16617.3976694572 17700.4340409573 18977.1021560375
"49" 22197.6466489981 24242.7084079145 27166.0645090319 27408.5389201066 22708.3464478628 22267.5655708083 19656.3112835198 18002.5114844417 15719.703762781 13133.7906220325 13257.755526823 12004.4512670274
"50" 19184.4200125528 24185.5618098565 26351.2809747205 23978.5389608119 17192.5802433906 18782.6230653993 17792.7208715468 20388.9383771629 20476.1181021922 19218.950030398 16759.6274908977 15319.6532334115
"51" 24028.2482341924 20041.794744573 20500.1030000924 19634.350315514 16558.8279594978 18309.5818401206 20684.1844287341 19162.837785647 16050.1879358275 12950.2987474395 12977.7464764738 11308.3765657327
"52" 21361.9877075429 15882.1170822386 20566.4064394303 18177.7753757304 14583.7795987198 16392.0731504786 19516.0632248828 21571.9695287315 17477.5590674312 14631.8849561687 15483.7691545887 15961.9679792833
"53" 19759.8657662933 19128.0897624715 21173.1693582153 22369.1126894015 18095.5247218548 20390.8963732148 19045.5531178278 19339.0587613312 16497.4761276859 13718.0376872217 11225.3535720045 10692.5196127003
"54" 31790.5322905009 29459.6191486063 25232.094892359 24511.61425986 16417.5833443247 15612.2908731379 15484.7031935952 22760.8289598243 20102.5033292533 17668.4485249079 18807.9518232612 19990.0633999051
"55" 26926.5829755787 26553.0754877664 27144.1104435308 30200.4877714635 18778.3111625865 15414.3549520426 16390.0662802424 20213.8479784354 17067.7704213221 13277.879357455 12951.5939946058 13680.9654324758
"56" 22741.0033590612 22391.8111634588 20437.5159054792 21745.4346042545 17231.5396772754 16160.9832233831 15043.3475284927 21588.0773163335 18501.1528496645 16284.5332366701 18853.1216808389 18936.306259367
"57" 26977.0040960087 23735.7629688158 23453.4869248538 27253.1602699328 17924.9324264428 14838.7289977079 17476.5795861256 26462.5844452485 30261.2491570845 25792.2480554841 18765.0834713907 14297.6491316483
"58" 21818.3880771915 19045.8864407882 20265.7635939288 22910.11120501 16836.0451298423 15253.332623154 16458.0049402796 28528.3357444083 31431.1448966551 30159.2050691121 23721.5264389714 19914.6446017392
"59" 21466.8368463618 18523.8973833243 21384.9535477872 21027.8694908584 18816.4076443449 15022.4445485751 16909.7556045189 27322.5981084807 28976.0601896056 22838.7029531944 18161.705132038 15280.7415241458
"60" 24939.995018483 24659.3617685845 24874.3007485996 23001.6525262803 16636.3494385402 18781.8230009997 20900.2415273091 19089.8544244071 16389.3918065861 13136.231581568 13037.3654474318 13265.6351926801
"61" 20526.5196502606 17851.8480073031 19661.3181493953 19752.0784054155 14837.3776919806 16484.4840450571 18693.2958647133 23682.015772753 20748.0509647721 16886.1640394798 20056.3349290933 21893.989470592
"62" 21624.4830122466 18964.8379843869 20269.7774193976 21513.3911452035 17298.4052542758 18707.1926531091 17934.3961706629 20166.696117314 16701.0848470481 12981.758651364 13524.5221266069 13612.2872879979
"63" 20780.9539155459 16018.0061021456 20006.0182496064 21579.2344812528 16930.2148151876 17364.7445216515 22171.23340278 27216.09377997 30721.0235571039 23831.9953921198 18493.0436774026 16016.9937171079
"64" 31435.05856548 33358.3793377094 30045.0044503198 24316.362514569 16684.6632357075 15358.9475555465 17209.2579501893 20642.1679798371 20760.2115379675 19655.7309171735 17798.6313542996 17134.2193667756
"65" 39201.7644944374 29213.4976595664 20784.3439302354 17924.2761991723 15745.7570077104 16837.043368994 16025.7484989541 22113.0769458098 19605.2464085219 17171.7339410122 17595.278033625 17331.2192269827
"66" 26915.7322471753 23677.9154029804 24501.3723427636 23070.0652169323 18139.129302981 15503.4309447049 17747.7510140452 20473.1142039602 19165.2800420128 15627.7375926624 15596.3468540098 14180.4302347054
"67" 26814.3206617262 26539.0412220923 27669.0335582221 25578.2745095423 17666.2277309748 15360.0982236288 14203.6957807691 21466.54166774 20693.6156816865 17310.5201079474 16756.9287667097 15209.0852441151
"68" 29642.3332902662 24084.6108487751 20814.0028788863 17674.0058120216 18180.9232311321 16971.0442602887 19404.4135737623 19210.8232710738 18424.8031311373 16949.9581407096 16669.9197176474 19885.7331883683
"69" 23010.8442109405 25519.2011916846 24747.9652865559 20916.584240981 19370.3480715794 17477.447189005 20158.649017786 18679.2521843553 17686.7393170791 14567.056492055 13207.0884056652 12146.2919970698
"70" 22431.1610433313 27129.1548051411 33857.965705902 32790.5162379867 18057.1714038484 16137.5331751575 17819.3982481963 19087.9455605771 20105.0992194836 18753.5734443961 15576.0470893696 14436.5115130223
"71" 25708.6340146752 21164.5024947108 18840.2627630594 17484.4119717185 17890.0387060963 17856.1696531367 21027.3131818985 20527.4454863421 18352.4045357815 15026.2599435142 15013.2022266412 12752.6647938
"72" 23603.9843156075 18358.4892281901 17868.2430792706 17999.3780296986 16105.7681013171 15108.9612751427 21533.4502751874 20663.6991103445 18428.0367080383 15583.1724099302 15017.8024000924 16367.8553255363
"73" 19547.569124153 22039.6372224554 23737.5635825702 25295.1218264076 17071.8780589639 16684.8556739334 17935.3849112461 21047.7179228054 19511.9527498952 14456.3972075794 11652.1744010604 10624.0621653885
"74" 31959.6477442336 26748.1018827469 21045.610128182 16375.2640626376 16222.2688740215 16559.8391660079 19061.3545539711 25766.2664742801 21114.5149856769 19601.7923599759 24222.3583055167 23008.8777093429
"75" 24899.4802981004 21581.72478133 22943.0939619566 21429.3429447465 16852.9623485613 14866.5679514294 20119.5373835588 22122.9471300866 17801.640252438 15133.4080402425 14639.0583845172 14825.9876032865
"76" 25023.8247764571 23468.7988506424 22284.5991919006 21110.908734777 16756.3476479616 15927.1731270572 17796.4821710159 26856.6660193962 20123.3711995904 20107.1849120095 23326.2239563545 20692.8015502562
"77" 26917.8561743513 21586.638365081 19105.6975447276 17010.7438531902 15124.1206050575 15301.2393535352 20801.801902073 27490.7687119851 31855.7379535714 27666.62239734 20759.7715173877 15366.4205930468
"78" 25354.0043103748 21401.1272703232 18131.1905828929 15334.4720296988 15888.6227283964 15815.2299949342 16878.6050230776 31464.4293330961 34512.527007245 32148.7039653135 25734.5219456087 21487.6774098163
"79" 21785.5693707932 21538.5019309203 22763.1992097235 21546.3892744569 16382.9617212707 15169.6239028707 17687.7253817965 29334.6384016686 32897.0191913237 24697.4474500521 16249.3538274743 14132.5442074733
"80" 22966.4001741334 19573.1229343352 20009.7549165275 15589.4286457963 18132.136713673 17167.7598675261 20550.0100091198 21875.6597705907 18045.79797616 15335.9562212499 12930.5008987631 11574.3293174426
"81" 22065.2487877479 19972.4352662423 19005.8216643152 15037.456193088 15760.3718634145 15614.4472973937 18019.5649501145 24278.3347668614 19138.3433457402 18595.4545167533 19238.3530885046 19366.2431589497
"82" 19522.5689523411 19961.4134295265 21251.7509967148 21320.4392496974 16993.650319508 16250.0454272616 17824.0180458613 22187.6065413216 18844.2723848924 14533.0888097569 12735.7967255475 11527.9143630505
"83" 19967.7436970188 17952.808195669 17194.8943758388 15174.2051507736 16284.0266273344 15589.9893768232 17990.064873563 27682.4666230036 33204.4625513451 26208.6593530805 16030.2716914483 12281.715595422
"84" 35547.5114858553 22353.4495052192 23853.401179432 23329.9778113393 18189.31625841 16609.8123677646 16803.8476362728 21132.9635911362 20381.1453660689 18973.6672844076 18082.6767270918 19565.1201188956
"85" 28560.545730735 25914.4776931594 28181.8097528625 32563.7393470775 20339.1435461409 15331.7333365911 17537.9822054316 20143.9777549992 19207.5339830241 15412.3243399898 14416.862635286 14674.8911975968
"86" 24585.1583630423 24742.7489809851 23100.1957582342 22498.9640611699 20065.3392159263 17145.2234903229 16145.4612555375 20787.1639098512 21973.1601857674 19290.5328330659 16580.9736475754 15525.7568687802
"87" 32608.4543874772 23425.6730754591 22439.0082709305 24346.4799902746 17807.950481344 16770.6034740427 16647.7717147316 22176.1981612057 19534.7585471958 17390.6454699057 14048.7878602737 12282.0824527471
"88" 26832.1348332544 23706.4662417717 22515.6562838229 22513.120046949 16416.7900660543 16431.1926876529 15825.7678447551 21760.340690777 19888.6919247763 18020.0424883626 16676.9195270937 16205.384909739
"89" 26112.0935101755 22090.8261089156 24218.5105387784 22050.9230064094 20017.5009990112 16316.0131576093 15723.6046948556 21454.1941475599 19490.881584149 16054.1848890422 13374.8014058675 11978.6319808187
"90" 26219.1037471343 20046.1110018992 23206.4097905868 21614.4343266631 18067.6921488854 21450.562523538 26012.8866126816 20082.5221131053 19014.0958489129 15822.1475134537 15463.4143955747 13765.6421218854
"91" 22129.1694544937 18803.0306513279 21285.5533087415 17800.3734310326 15971.8402702154 17053.6172518749 22066.0964318701 21887.9321294856 21343.3084304855 18002.4845617056 18450.8998286508 16926.9998468418
"92" 22184.6173139863 21198.5477149791 23009.3108723698 23481.2959082808 19525.040867967 22509.050434672 22172.9492823933 20380.7213304428 19252.5890929758 15090.0482686754 14350.413751346 13112.5086745739
"93" 24210.677677857 19239.2229952781 22583.5543378491 20878.481275989 15961.2858487233 19192.8189793739 23749.8265262174 22131.6953837522 18976.3290275839 14831.2975116696 13222.2531223056 10691.1605812867
"94" 30237.5326637179 27738.6292343924 25233.8189551451 29235.9471349192 18497.8571544132 17317.5093856368 21825.8382923002 24052.7655985953 19127.5840333465 16150.2135000366 14418.136377057 14393.0418772667
"95" 25115.7270966528 21977.0949938399 22132.8996525133 23940.8982548674 16939.6838655928 18357.8633762757 18234.2934721239 25592.6974794535 21779.8977899327 19504.8547036541 20328.6641339153 19432.6151601593
"96" 24802.3552320598 21163.5490243742 22695.3855003947 24494.9719213779 21904.5811864848 19103.2961153393 19189.3804853072 23691.032565247 19808.412008652 14998.9885859322 14760.0102410802 15153.3584476123
"97" 24781.7496522522 19277.0120086958 22822.0901049401 27669.4234353167 18835.9683697874 15448.1695100772 18432.4036915082 30644.4179226423 35218.0510152014 29643.6970730773 20437.058541012 15289.2226449029
"98" 22956.8972469185 18553.2781158824 22571.9034373243 21747.9591451297 17641.8001775591 19920.2081099338 22152.9668916438 23107.7575673907 20382.5632542999 15674.3023267352 15009.0697212721 14916.5262146541
"99" 7 28 11 11 13 3 14 8 17 17 39 39
