"1977" "1978" "1979" "1980" "1981" "1982" "1983" "1984" "1985" "1986" "1987" "1988" "1989" "1990" "1991" "1992" "1993" "1994" "1995" "1996" "1997" "1998" "1999" "2000" "2001" "2002" "2003" "2004" "2005" "2006" "2007" "2008" "2009" "2010" "2011"
"1" 598.831542305929 531.286584934571 758.673337578143 680.470325296298 468.001742701202 583.604056449751 625.600358316816 622.653474621583 530.29398366687 535.433185644573 602.780195742426 425.18209907849 598.65098639612 595.193792081598 615.325838296465 546.295342156285 548.538840629777 464.006897852783 527.682682788541 533.023788795395 567.783840810104 446.525550542559 641.475752346114 729.903526169941 827.585594315227 792.460376773766 723.402272356229 669.397970372335 609.376851312791 770.24315136057 728.709566614006 988.607411061045 608.192884662419 787.938031571998 875.240733772117
"2" 672.153925944201 570.320314735328 758.673337578143 680.470325296298 635.106597301069 653.071344813358 625.600358316816 668.502982415382 819.694531824378 585.399096917087 694.037631515224 328.975814776682 571.438011617942 622.87181064879 516.143920930474 554.425974021256 548.538840629777 464.006897852783 599.313658078384 505.989754574551 529.661705387957 560.195871670463 571.910327095758 729.903526169941 746.812968692841 600.567962671195 1043.56626589138 790.572153470659 663.234424112749 717.834859264555 694.788106474062 1032.32123466056 608.192884662419 778.104043369717 976.595274845375
"3" 535.916066809836 559.846384993519 707.44674002392 616.546408352686 468.001742701202 623.795345368061 575.716461834482 622.653474621583 819.694531824378 691.758543986883 602.780195742426 425.18209907849 598.65098639612 595.193792081598 516.143920930474 556.234172217936 563.812025773574 473.789391012048 562.503685552766 587.313090210057 514.941364527795 560.195871670463 667.322297096949 708.790536581006 831.249609500335 682.144100767283 748.734095103769 669.397970372335 693.307342677873 773.12746532062 694.788106474062 1069.54745794734 608.192884662419 787.938031571998 872.797137067239
"4" 535.916066809836 536.243193546373 773.661563888607 680.470325296298 414.720410348568 623.795345368061 625.600358316816 566.416914794592 819.694531824378 585.399096917087 602.780195742426 362.553118532026 598.65098639612 650.117514277139 516.143920930474 535.592496824486 534.379465739455 464.006897852783 589.674350033986 505.989754574551 567.783840810104 454.022971491026 606.691832366302 708.790536581006 637.114147312561 600.567962671195 1043.56626589138 790.572153470659 830.199737047052 717.834859264555 669.519110995654 1032.32123466056 751.667841794547 772.478141008746 976.595274845375
"5" 535.916066809836 570.320314735328 714.239683859129 624.966714993729 773.319536657853 611.197970590974 625.600358316816 566.416914794592 819.694531824378 585.399096917087 496.222676892044 307.191310428261 626.333599648691 707.164878621972 561.285280524723 610.191410114122 534.379465739455 475.729416592776 599.313658078384 542.353498688633 564.392963997545 454.022971491026 598.10512511635 688.301994726168 746.812968692841 600.567962671195 1043.56626589138 669.397970372335 710.9469155463 734.052554531686 694.788106474062 1069.54745794734 751.667841794547 901.021860791876 976.595274845375
"6" 563.63002302561 559.846384993519 714.239683859129 624.966714993729 468.001742701202 611.197970590974 612.015662836328 624.34377983188 819.694531824378 544.336006512572 602.780195742426 328.975814776682 598.65098639612 707.164878621972 516.143920930474 556.234172217936 548.538840629777 475.729416592776 599.313658078384 505.989754574551 502.221001150009 560.195871670463 571.910327095758 688.301994726168 637.114147312561 600.567962671195 744.527185653816 732.163462061912 609.376851312791 773.12746532062 728.709566614006 988.665320910554 608.192884662419 881.230007125501 976.595274845375
"7" 626.778846356858 559.846384993519 667.971099756902 680.470325296298 506.25211740662 623.795345368061 612.015662836328 622.653474621583 559.442888140716 585.428694104859 553.362786584474 307.191310428261 598.65098639612 650.117514277139 615.325838296465 556.234172217936 563.812025773574 464.006897852783 562.503685552766 505.989754574551 514.941364527795 514.479100068742 641.475752346114 688.301994726168 856.821405121498 600.567962671195 744.527185653816 732.163462061912 710.9469155463 723.773233265304 728.709566614006 988.665320910554 608.192884662419 881.230007125501 890.541866062135
"8" 535.916066809836 570.320314735328 714.239683859129 689.186697311331 455.892333696125 611.197970590974 612.015662836328 622.653474621583 559.442888140716 571.01413095224 553.362786584474 328.975814776682 598.65098639612 650.117514277139 516.143920930474 546.295342156285 533.987566484902 464.006897852783 545.67412500199 505.989754574551 502.221001150009 514.479100068742 598.10512511635 688.301994726168 746.812968692841 600.567962671195 1043.56626589138 732.163462061912 830.199737047052 723.773233265304 694.788106474062 1065.64806470698 745.656629352517 901.021860791876 976.595274845375
"9" 627.628898381782 559.846384993519 667.971099756902 624.966714993729 506.25211740662 592.444211613161 612.015662836328 622.653474621583 557.404809251663 691.758543986883 717.574457501158 307.191310428261 828.140478273137 595.193792081598 619.513880417911 554.425974021256 548.538840629777 526.353406907881 589.674350033986 505.989754574551 502.221001150009 514.479100068742 667.322297096949 729.903526169941 746.812968692841 718.030384784667 763.849440913743 732.163462061912 713.694709498435 723.773233265304 694.788106474062 988.607411061045 751.667841794547 735.258106537307 872.797137067239
"10" 627.628898381782 531.286584934571 667.971099756902 624.966714993729 506.25211740662 623.795345368061 625.600358316816 622.653474621583 819.694531824378 571.01413095224 496.222676892044 362.553118532026 624.096848150632 661.27094124659 516.143920930474 554.425974021256 534.379465739455 458.652358890422 545.67412500199 542.353498688633 528.106378835694 514.479100068742 667.322297096949 688.301994726168 637.114147312561 600.567962671195 1043.56626589138 677.467840612292 663.234424112749 723.773233265304 694.788106474062 1032.32123466056 751.667841794547 735.258106537307 872.797137067239
