"1977" "1978" "1979" "1980" "1981" "1982" "1983" "1984" "1985" "1986" "1987" "1988" "1989" "1990" "1991" "1992" "1993" "1994" "1995" "1996" "1997" "1998" "1999" "2000" "2001" "2002" "2003" "2004" "2005" "2006" "2007" "2008" "2009" "2010" "2011"
"1" 719.052590233165 550.611646712219 817.948230867383 817.769796251367 797.185243459568 689.271656094941 670.923378908965 593.581965071842 714.558347507979 652.645187422139 834.901975643003 556.566209400855 539.556763342778 569.137412986478 460.468757114993 735.167202179568 397.304763430809 391.523438449563 618.590811394315 619.879600315399 640.215337250334 600.881543477897 661.599640300083 579.729901122448 397.411276839587 493.671711943039 617.074374105753 556.396683307258 613.858860752799 830.794133954284 701.917469867012 738.490675455388 951.092902509863 886.113720921865 737.120384271394
"2" 719.052590233165 880.638546607762 590.79155525295 727.21928795785 797.185243459568 390.622947459361 479.238240895957 593.581965071842 714.558347507979 544.331359540352 709.035533519954 556.566209400855 539.556763342778 486.470028535778 563.594833716328 495.505536529156 360.077486786936 559.581943474332 605.99739755113 619.879600315399 640.215337250334 575.709118569008 661.599640300083 518.052976742993 495.795011849667 558.102419687095 617.074374105753 708.145570635392 613.858860752799 842.850847910497 701.917469867012 587.356776594204 819.869524067925 886.113720921865 1045.16847087703
"3" 574.23507097027 721.532411436381 754.905816881984 817.769796251367 651.571260799165 390.622947459361 629.950115262006 532.690536472354 562.079194954811 544.331359540352 571.453848164243 621.806834659217 578.004308487897 794.95887535542 460.468757114993 457.928762718304 634.238368704629 559.581943474332 605.99739755113 571.411044748824 640.215337250334 600.881543477897 632.060932708351 697.048043657675 397.411276839587 493.671711943039 617.074374105753 556.396683307258 565.774540419922 688.966428766208 701.917469867012 653.650224146396 819.869524067925 940.200043189849 877.427615087365
"4" 574.23507097027 550.611646712219 590.79155525295 727.21928795785 753.878891902676 542.954316328463 629.950115262006 491.150962563704 601.010412949599 558.958814500743 709.035533519954 468.285071976661 578.004308487897 794.95887535542 640.600316658482 735.167202179568 546.705592607339 391.523438449563 439.696039724398 710.818449820473 548.366055862967 600.881543477897 661.599640300083 545.914194331403 539.449367809816 473.381952033912 889.250138710348 556.396683307258 568.895212141571 518.39362709862 701.917469867012 816.801629276491 806.635640125281 875.142185486257 877.427615087365
"5" 574.23507097027 701.2095358217 817.948230867383 817.769796251367 664.36597641477 487.269600957974 479.238240895957 587.464211507301 714.558347507979 544.331359540352 571.453848164243 784.594949779447 539.556763342778 569.137412986478 640.600316658482 735.167202179568 360.077486786936 602.77095234683 439.696039724398 710.818449820473 640.215337250334 543.25852739581 452.156008325612 545.914194331403 579.071128880562 473.381952033912 585.728653781203 708.145570635392 611.840915288662 518.39362709862 701.917469867012 738.490675455388 872.057014749624 886.113720921865 877.427615087365
"6" 574.23507097027 550.611646712219 754.905816881984 935.01780286567 797.185243459568 390.622947459361 538.952433172264 491.150962563704 714.558347507979 652.645187422139 834.901975643003 762.078523958362 578.004308487897 486.470028535778 483.211277128291 495.505536529156 546.705592607339 559.581943474332 605.99739755113 571.411044748824 548.366055862967 721.774991743247 661.599640300083 518.052976742993 539.449367809816 558.102419687095 573.250746607182 556.396683307258 568.895212141571 842.850847910497 701.917469867012 738.490675455388 872.057014749624 886.113720921865 904.97401702603
"7" 574.23507097027 721.532411436381 466.820645984976 727.21928795785 620.556966299468 689.271656094941 825.141432869365 587.464211507301 714.558347507979 506.319550298588 523.802777248465 621.806834659217 539.556763342778 486.470028535778 483.211277128291 433.097426302052 546.705592607339 497.838098733247 502.245621892192 619.879600315399 448.095985279818 600.881543477897 452.156008325612 545.914194331403 397.411276839587 664.057041556053 617.074374105753 805.494426814472 568.895212141571 672.870667168118 830.591910656878 523.861713139172 872.057014749624 877.197293850139 904.97401702603
"8" 732.415597710457 550.611646712219 657.866717117897 938.851607286922 815.863141064011 487.269600957974 825.141432869365 587.464211507301 672.45216932595 466.769739904195 834.901975643003 556.566209400855 423.31501420724 486.470028535778 671.020069927577 433.097426302052 634.238368704629 559.581943474332 439.696039724398 710.818449820473 640.215337250334 600.881543477897 632.060932708351 819.403208653042 495.795011849667 558.102419687095 617.074374105753 708.145570635392 565.774540419922 842.850847910497 514.957524984888 816.801629276491 792.252274607702 886.113720921865 877.427615087365
"9" 574.23507097027 550.611646712219 754.905816881984 727.21928795785 797.185243459568 542.954316328463 629.950115262006 491.150962563704 714.558347507979 652.645187422139 526.399344076149 621.806834659217 578.004308487897 486.470028535778 521.755245457574 735.167202179568 546.705592607339 391.523438449563 605.99739755113 409.386946446212 448.095985279818 721.774991743247 632.060932708351 545.914194331403 579.071128880562 558.102419687095 617.074374105753 864.821420122824 568.895212141571 842.850847910497 701.917469867012 816.801629276491 872.057014749624 875.142185486257 882.144331943078
"10" 574.23507097027 724.145194192714 754.905816881984 628.669057840109 651.571260799165 390.622947459361 609.946622747775 532.690536472354 714.558347507979 466.769739904195 558.468056493326 707.517958464002 584.830014979527 569.137412986478 521.755245457574 433.097426302052 697.134707481172 602.77095234683 502.245621892192 571.411044748824 533.614518853635 543.25852739581 632.060932708351 545.914194331403 539.449367809816 558.102419687095 585.728653781203 638.50167564519 568.895212141571 518.39362709862 514.957524984888 816.801629276491 872.057014749624 886.113720921865 737.120384271394
